Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalPastDueIncidents,DebtRatioBucket,AgeBand,RiskProbability,RiskTier
19020,0,0.009980505,55,0,0.193872161,13250.0,11,0,2,0,2.0,0,Low (<20%),50-59,0.20721125179676614,Medium Risk
19021,0,0.265241986,31,0,0.109378124,5000.0,4,0,0,0,3.0,0,Low (<20%),30-39,0.36383287384570007,Medium Risk
19022,0,0.9999999,24,1,0.026730637,2917.0,1,1,0,0,0.0,2,Low (<20%),18-29,0.8242528536832597,High Risk
19023,0,0.379868878,38,0,4.729016787,833.0,7,0,2,0,2.0,0,Very High (>100%),30-39,0.4818434375209565,Medium Risk
19024,0,0.0,36,1,0.508093995,5744.0,7,0,1,0,3.0,1,Elevated (40-60%),30-39,0.2978900122490481,Medium Risk
19025,0,0.08670688,60,1,0.074301146,13700.0,11,0,0,0,0.0,1,Low (<20%),50-59,0.20784018221410477,Medium Risk
19026,1,0.239849079,41,1,0.860609293,15000.0,23,0,12,0,3.0,1,High (60-100%),40-49,0.7533376644075777,High Risk
19027,0,0.237580423,75,0,0.18057437,7381.0,6,0,0,0,1.0,0,Low (<20%),70+,0.1880787513880231,Low Risk
19028,0,0.981431887,46,0,0.509847807,2233.0,6,0,0,0,0.0,0,Elevated (40-60%),40-49,0.6962651687217455,High Risk
19029,0,0.577546783,57,0,0.86527254,5833.0,13,0,1,0,0.0,0,High (60-100%),50-59,0.48635966632303673,Medium Risk
19030,1,0.450523697,50,0,0.230292294,5644.0,17,0,0,0,0.0,0,Moderate (20-40%),40-49,0.4460723232751787,Medium Risk
19031,0,0.163257537,45,0,2517.0,5400.0,13,0,2,0,0.0,0,Very High (>100%),40-49,0.3024758390072493,Medium Risk
19032,0,0.0203272,79,0,0.134484325,2200.0,20,0,0,0,0.0,0,Low (<20%),70+,0.1714512224447883,Low Risk
19033,0,0.069982943,40,0,0.428685684,3750.0,6,0,1,0,2.0,0,Elevated (40-60%),30-39,0.2650204697801361,Medium Risk
19034,0,0.847685574,71,0,1.5,1633.0,6,0,0,0,0.0,0,Very High (>100%),70+,0.5225667551379576,High Risk
19035,0,0.013565296,61,1,1236.0,5400.0,7,0,1,0,0.0,1,Very High (>100%),60-69,0.1896608313778601,Low Risk
19036,0,0.079877422,81,0,118.0,5400.0,4,0,0,0,0.0,0,Very High (>100%),70+,0.11882601032990685,Low Risk
19037,1,0.969206159,52,4,1.821305842,3200.0,13,1,2,1,0.0,6,Very High (>100%),50-59,0.9193668338079202,High Risk
19038,1,0.677740864,35,1,0.179071317,4500.0,6,2,0,1,3.0,4,Low (<20%),30-39,0.7833058392752503,High Risk
19039,0,0.174370778,71,0,0.333133373,5000.0,16,0,0,0,0.0,0,Moderate (20-40%),70+,0.22362869107254144,Medium Risk
19040,1,0.311568843,40,3,0.740103958,2500.0,4,0,1,0,4.0,3,High (60-100%),30-39,0.5628793447272461,High Risk
19041,0,0.017585117,64,0,1115.0,5400.0,11,0,1,0,0.0,0,Very High (>100%),60-69,0.16880435955554643,Low Risk
19042,0,0.32558664,47,0,4350.0,5400.0,26,0,2,0,0.0,0,Very High (>100%),40-49,0.4447049081661823,Medium Risk
19043,0,0.813134673,62,0,0.574589088,16000.0,20,0,3,0,1.0,0,Elevated (40-60%),60-69,0.6642832754541964,High Risk
19044,0,0.04793358,45,0,0.251716552,15000.0,6,0,1,0,3.0,0,Moderate (20-40%),40-49,0.20998352035469,Medium Risk
19045,0,0.348403685,43,2,0.261053099,4500.0,8,0,0,0,0.0,2,Moderate (20-40%),40-49,0.4681018419999366,Medium Risk
19046,0,0.940962761,59,2,0.92451887,4000.0,7,0,2,1,0.0,3,High (60-100%),50-59,0.8005300359073105,High Risk
19047,0,0.0,53,2,462.0,5400.0,5,0,0,0,0.0,2,Very High (>100%),50-59,0.22375647057189477,Medium Risk
19048,0,0.049315276,53,0,1.044962531,1200.0,7,0,1,0,0.0,0,Very High (>100%),50-59,0.21392369277571474,Medium Risk
19049,0,0.01529284,65,0,25.0,5400.0,3,0,0,0,0.0,0,Very High (>100%),60-69,0.1305486872460221,Low Risk
19050,0,0.14621243,36,1,0.649524299,11666.0,13,0,2,0,0.0,1,High (60-100%),30-39,0.3863422977695291,Medium Risk
19051,0,0.033397704,89,0,0.010471204,6111.0,8,0,0,0,0.0,0,Low (<20%),70+,0.10509278710221534,Low Risk
19052,0,0.05592603,77,0,0.055328064,10500.0,16,0,1,0,0.0,0,Low (<20%),70+,0.16571747490344882,Low Risk
19053,0,0.792013866,34,0,0.176364727,5000.0,10,0,0,0,0.0,0,Low (<20%),30-39,0.6606375506987322,High Risk
19054,0,0.475887652,50,2,1580.0,5400.0,16,0,0,0,0.0,2,Very High (>100%),40-49,0.5422847427124938,High Risk
19055,0,0.0,34,0,0.184867951,1400.0,5,0,0,0,1.0,0,Low (<20%),30-39,0.2290995185633042,Medium Risk
19056,0,0.9999999,22,0,375.0,5400.0,0,0,0,0,0.0,0,Very High (>100%),18-29,0.7388336292153269,High Risk
19057,0,0.674397147,46,4,0.477818182,6874.0,16,0,3,1,0.0,5,Elevated (40-60%),40-49,0.8534708631653126,High Risk
19058,0,0.218273242,48,0,0.16558336,6153.0,6,0,0,0,2.0,0,Low (<20%),40-49,0.27488746091487604,Medium Risk
19059,0,0.010581412,57,0,0.233114447,10659.0,15,0,2,0,0.0,0,Moderate (20-40%),50-59,0.2154612685631691,Medium Risk
19060,0,0.009332988,33,0,0.002372077,2950.0,4,0,0,0,0.0,0,Low (<20%),30-39,0.21891250507870424,Medium Risk
19061,0,0.0,43,0,0.671774045,5416.0,6,0,3,0,2.0,0,High (60-100%),40-49,0.25994610695803705,Medium Risk
19062,0,0.9999999,53,0,0.102797862,3180.0,1,1,0,0,0.0,1,Low (<20%),50-59,0.6918574968492317,High Risk
19063,0,0.021639108,79,0,0.636921125,4728.0,17,0,1,0,0.0,0,High (60-100%),70+,0.16851155962461892,Low Risk
19064,0,0.232562744,26,0,140.0,0.0,3,0,0,0,0.0,0,Very High (>100%),18-29,0.3512596709082453,Medium Risk
19065,0,0.063195623,72,0,0.002298322,4350.0,2,0,0,0,0.0,0,Low (<20%),70+,0.12827959850724177,Low Risk
19066,0,0.0,54,0,2146.0,5400.0,4,0,1,0,0.0,0,Very High (>100%),50-59,0.15144811114653428,Low Risk
19067,0,0.0,35,0,1.838390967,1416.0,7,0,1,0,0.0,0,Very High (>100%),30-39,0.24905739538791033,Medium Risk
19068,0,0.0,49,1,0.298940212,5000.0,9,0,2,0,0.0,1,Moderate (20-40%),40-49,0.2640166420604375,Medium Risk
19069,0,0.839737582,33,0,1439.0,5400.0,4,0,1,0,0.0,0,Very High (>100%),30-39,0.6543751008175559,High Risk
19070,0,0.870782304,37,1,1000.0,5400.0,4,1,0,1,0.0,3,Very High (>100%),30-39,0.7724413660097919,High Risk
19071,1,0.9999999,48,1,0.096814233,7250.0,2,3,0,0,2.0,4,Low (<20%),40-49,0.8317522267415373,High Risk
19072,0,0.527169057,36,0,0.265562188,8208.0,9,0,1,0,3.0,0,Moderate (20-40%),30-39,0.5395588106951299,High Risk
19073,0,0.850011904,41,0,0.266978923,8966.0,5,0,2,0,2.0,0,Moderate (20-40%),40-49,0.6813433248894866,High Risk
19074,1,1.185628743,33,2,0.111083622,4041.0,3,0,0,1,0.0,3,Low (<20%),30-39,0.8887708975818142,High Risk
19075,0,0.841513207,66,1,0.213615302,8416.0,5,0,1,0,0.0,1,Moderate (20-40%),60-69,0.584769461367893,High Risk
19076,0,0.055702221,70,0,0.013383792,10833.0,13,0,0,0,1.0,0,Low (<20%),60-69,0.1602036311925221,Low Risk
19077,0,0.915254237,44,0,0.100289886,37600.0,3,0,1,0,0.0,0,Low (<20%),40-49,0.5212680435427061,High Risk
19078,0,0.0,33,0,0.171562867,850.0,2,0,0,0,1.0,0,Low (<20%),30-39,0.2187277762711398,Medium Risk
19079,0,0.0,59,0,0.033996762,10500.0,9,0,0,0,0.0,0,Low (<20%),50-59,0.14886667882408114,Low Risk
19080,0,0.090396987,59,0,0.007231497,11200.0,4,0,0,0,1.0,0,Low (<20%),50-59,0.16090089228361554,Low Risk
19081,0,0.012553653,61,0,0.020518359,8333.0,4,0,0,1,0.0,1,Low (<20%),60-69,0.16337833605821234,Low Risk
19082,0,0.041263916,54,0,0.002879539,6250.0,1,0,0,0,0.0,0,Low (<20%),50-59,0.15254439763212344,Low Risk
19083,0,0.551054225,46,0,0.425905598,5465.0,5,0,2,0,3.0,0,Elevated (40-60%),40-49,0.5204744587075868,High Risk
19084,0,0.946798671,60,0,0.280952848,10200.0,8,0,1,0,3.0,0,Moderate (20-40%),50-59,0.6561369606705197,High Risk
19085,0,0.020425572,84,0,12.0,5400.0,6,0,0,0,0.0,0,Very High (>100%),70+,0.10621157056227885,Low Risk
19086,0,0.087575832,60,0,0.066284977,12400.0,4,0,1,0,0.0,0,Low (<20%),50-59,0.16407903986178318,Low Risk
19087,0,0.0,47,0,0.160276239,13900.0,6,0,1,0,2.0,0,Low (<20%),40-49,0.18366102389180783,Low Risk
19088,1,0.487072601,50,2,0.392252378,4310.0,14,0,0,0,0.0,2,Moderate (20-40%),40-49,0.5620742997153836,High Risk
19089,0,0.050716341,44,0,0.241663969,6177.0,14,0,1,0,0.0,0,Moderate (20-40%),40-49,0.2635970865964186,Medium Risk
19090,0,0.765217881,38,0,0.305251933,3750.0,6,0,0,0,0.0,0,Moderate (20-40%),30-39,0.6082599555842764,High Risk
19091,0,0.013758899,72,0,6.0,0.0,3,0,0,0,0.0,0,Very High (>100%),70+,0.12757029832384298,Low Risk
19092,0,0.205367063,69,0,107.0,5400.0,10,0,0,0,0.0,0,Very High (>100%),60-69,0.20986481807853688,Medium Risk
19093,0,0.374356505,72,0,2481.0,5400.0,8,0,2,0,0.0,0,Very High (>100%),70+,0.27625978804705636,Medium Risk
19094,0,0.79198391,51,0,0.15260274,3649.0,7,0,0,0,2.0,0,Low (<20%),50-59,0.5951707202783703,High Risk
19095,0,0.309066201,27,0,0.257673091,1400.0,11,0,0,0,0.0,0,Moderate (20-40%),18-29,0.4408089070458426,Medium Risk
19096,0,0.6523126,54,0,2136.0,5400.0,6,0,1,0,1.0,0,Very High (>100%),50-59,0.47292106326270644,Medium Risk
19097,0,0.446856067,35,3,0.45849546,3083.0,7,0,1,0,1.0,3,Elevated (40-60%),30-39,0.6481031317679594,High Risk
19098,0,0.012354274,46,0,0.17115539,13700.0,14,0,2,0,3.0,0,Low (<20%),40-49,0.2575669355134342,Medium Risk
19099,0,0.302234888,34,0,0.110677864,3333.0,3,0,0,0,0.0,0,Low (<20%),30-39,0.3440812216315738,Medium Risk
19100,0,0.213572854,25,0,0.188945816,6440.0,3,0,1,0,1.0,0,Low (<20%),18-29,0.354401315607818,Medium Risk
19101,0,0.031179316,67,0,0.092476881,4000.0,12,0,0,0,0.0,0,Low (<20%),60-69,0.1672593478066094,Low Risk
19102,0,0.082781608,34,0,0.773697694,2341.0,7,0,2,0,1.0,0,High (60-100%),30-39,0.3185549546642944,Medium Risk
19103,0,0.9999999,58,0,0.873491067,2070.0,4,0,2,0,0.0,0,High (60-100%),50-59,0.6955534780695093,High Risk
19104,0,1.443890274,60,2,0.452599719,9250.0,22,0,2,0,0.0,2,Elevated (40-60%),50-59,0.9345702382679753,High Risk
19105,0,0.264003953,46,0,1.045888233,2200.0,9,0,2,0,1.0,0,Very High (>100%),40-49,0.38002194082190044,Medium Risk
19106,0,0.569308424,44,0,0.690419924,5500.0,13,0,2,0,0.0,0,High (60-100%),40-49,0.5672738750804664,High Risk
19107,0,0.058903438,47,0,748.0,5400.0,7,0,0,0,1.0,0,Very High (>100%),40-49,0.20361907772569157,Medium Risk
19108,0,0.9999999,62,0,12847.0,5400.0,10,0,8,0,0.0,0,Very High (>100%),60-69,0.6852366802294739,High Risk
19109,0,0.081359372,72,0,98.0,0.0,3,0,0,0,0.0,0,Very High (>100%),70+,0.1454284261034798,Low Risk
19110,0,0.006070296,46,0,0.133769538,2750.0,4,0,0,0,1.0,0,Low (<20%),40-49,0.18784371402041455,Low Risk
19111,0,0.709919362,48,1,0.207786148,15000.0,14,0,3,0,1.0,1,Moderate (20-40%),40-49,0.6801358328889382,High Risk
19112,0,0.045120078,43,0,1724.0,5400.0,3,0,1,0,0.0,0,Very High (>100%),40-49,0.1931669755252533,Low Risk
19113,0,0.0,53,0,0.10480665,8300.0,13,0,0,0,0.0,0,Low (<20%),50-59,0.1852372182423392,Low Risk
19114,0,0.9999999,70,0,0.461732222,5160.0,8,0,1,0,0.0,0,Elevated (40-60%),60-69,0.6376776046846647,High Risk
19115,0,0.117235346,40,0,0.062580764,5416.0,3,0,0,0,0.0,0,Low (<20%),30-39,0.22817199591210668,Medium Risk
19116,0,0.006313852,46,0,0.597976993,5041.0,12,0,1,0,1.0,0,Elevated (40-60%),40-49,0.23816625927737536,Medium Risk
19117,0,0.446323464,65,0,0.807936989,3300.0,11,0,1,0,0.0,0,High (60-100%),60-69,0.3747499569545788,Medium Risk
19118,0,0.054943854,48,0,0.445724342,12500.0,7,0,1,0,3.0,0,Elevated (40-60%),40-49,0.2164407609924428,Medium Risk
19119,0,0.012225954,64,0,1996.0,5400.0,10,0,1,0,0.0,0,Very High (>100%),60-69,0.15614750065812352,Low Risk
19120,0,0.146785551,41,0,0.422972324,6250.0,7,0,2,0,3.0,0,Elevated (40-60%),40-49,0.3261448244534798,Medium Risk
19121,0,0.337569268,53,0,0.514669122,7600.0,11,0,3,0,1.0,0,Elevated (40-60%),50-59,0.4079506724793074,Medium Risk
19122,0,0.090381924,45,0,0.351471181,2480.0,4,0,1,0,0.0,0,Moderate (20-40%),40-49,0.23574034956201328,Medium Risk
19123,0,0.403553215,69,0,2996.0,5400.0,3,0,2,0,0.0,0,Very High (>100%),60-69,0.2653776335747785,Medium Risk
19124,0,0.639430954,49,0,0.933732302,6850.0,19,0,3,0,3.0,0,High (60-100%),40-49,0.6740658540585839,High Risk
19125,0,0.035994858,96,0,0.004861111,1439.0,3,0,0,0,0.0,0,Low (<20%),70+,0.0895762350377104,Low Risk
19126,0,0.9999999,68,0,1.199143469,1400.0,6,0,1,0,0.0,0,Very High (>100%),60-69,0.6481921406114028,High Risk
19127,1,0.385790482,52,0,0.749711649,2600.0,11,0,1,0,1.0,0,High (60-100%),50-59,0.4083337286423947,Medium Risk
19128,0,0.010265982,63,0,0.299915038,2353.0,2,0,1,0,0.0,0,Moderate (20-40%),60-69,0.14999784724285592,Low Risk
19129,0,0.248583805,32,0,0.030179596,5400.0,9,0,0,0,1.0,0,Low (<20%),30-39,0.36412705773721926,Medium Risk
19130,0,0.159693245,59,0,0.292682927,2500.0,9,0,0,0,1.0,0,Moderate (20-40%),50-59,0.23407100820379667,Medium Risk
19131,1,0.016353693,73,0,0.020395921,3333.0,8,0,0,0,0.0,0,Low (<20%),70+,0.13595218333382042,Low Risk
19132,0,0.026644308,81,0,12.0,5400.0,2,0,0,0,0.0,0,Very High (>100%),70+,0.10162236896636408,Low Risk
19133,0,0.075754699,42,0,0.0069986,5000.0,8,0,0,0,2.0,0,Low (<20%),40-49,0.24670297527892496,Medium Risk
19134,0,0.026541764,68,0,0.092711948,4033.0,5,0,0,0,0.0,0,Low (<20%),60-69,0.13729297265803594,Low Risk
19135,0,0.023433747,70,0,0.209089276,5566.0,15,0,1,0,1.0,0,Moderate (20-40%),60-69,0.18738814193219716,Low Risk
19136,0,0.025060934,83,0,546.0,5400.0,3,0,0,0,0.0,0,Very High (>100%),70+,0.09794703301717372,Low Risk
19137,0,0.141559527,42,0,0.275835545,26000.0,13,0,2,0,1.0,0,Moderate (20-40%),40-49,0.26435730576572297,Medium Risk
19138,0,0.289542902,61,0,0.507123219,4000.0,10,0,2,0,0.0,0,Elevated (40-60%),60-69,0.32344885074908325,Medium Risk
19139,0,0.510672393,47,0,0.302982178,5666.0,9,0,2,0,0.0,0,Moderate (20-40%),40-49,0.49056878377082414,Medium Risk
19140,0,0.01607527,70,0,21.0,5400.0,4,0,0,0,0.0,0,Very High (>100%),60-69,0.12424504213352382,Low Risk
19141,0,0.640367982,41,0,0.775161075,4500.0,3,0,1,0,1.0,0,High (60-100%),40-49,0.5364952649367849,High Risk
19142,0,0.210299106,63,0,2805.0,5400.0,7,0,2,0,0.0,0,Very High (>100%),60-69,0.22545603126071734,Medium Risk
19143,0,0.895017497,40,0,0.915463918,2424.0,5,0,2,0,3.0,0,High (60-100%),30-39,0.7393024077589055,High Risk
19144,1,1.191404298,48,2,0.707421875,5119.0,9,1,2,6,1.0,9,High (60-100%),40-49,0.9727566790284667,High Risk
19145,0,0.0,47,0,0.550827423,4652.0,10,0,2,0,1.0,0,Elevated (40-60%),40-49,0.24300642882251652,Medium Risk
19146,0,0.701264364,38,0,0.663850859,3432.0,8,0,3,0,1.0,0,High (60-100%),30-39,0.673778530342625,High Risk
19147,0,0.0,58,0,3067.0,5400.0,6,0,1,0,0.0,0,Very High (>100%),50-59,0.14317339761318182,Low Risk
19148,0,0.992015968,47,0,1831.0,5400.0,5,0,1,0,0.0,0,Very High (>100%),40-49,0.679677893487983,High Risk
19149,0,0.146717457,64,0,0.534586166,2500.0,5,0,1,0,0.0,0,Elevated (40-60%),60-69,0.2057893416245021,Medium Risk
19150,0,0.038520239,58,0,0.776336602,3160.0,16,0,1,0,1.0,0,High (60-100%),50-59,0.24087212260274476,Medium Risk
19151,0,0.040160643,42,0,0.118315407,6600.0,9,0,0,0,2.0,0,Low (<20%),40-49,0.23161759021750356,Medium Risk
19152,0,0.283047797,46,2,1803.0,5400.0,4,0,2,0,0.0,2,Very High (>100%),40-49,0.41314324991340345,Medium Risk
19153,0,0.030593881,53,0,0.780487805,2500.0,9,0,2,0,0.0,0,High (60-100%),50-59,0.23135528095159608,Medium Risk
19154,0,0.006281091,44,0,0.063064795,5200.0,3,0,0,0,3.0,0,Low (<20%),40-49,0.19438583980704596,Low Risk
19155,0,0.033977525,58,0,0.249811983,7977.0,10,0,1,0,1.0,0,Moderate (20-40%),50-59,0.19443589011200788,Low Risk
19156,1,0.346678438,30,0,0.638969118,4500.0,17,0,0,0,0.0,0,High (60-100%),18-29,0.4786727160394149,Medium Risk
19157,0,0.317094337,44,0,1.049382716,1700.0,9,0,2,0,0.0,0,Very High (>100%),40-49,0.41044412584524587,Medium Risk
19158,0,0.015804839,56,0,1886.0,5400.0,7,1,1,0,0.0,1,Very High (>100%),50-59,0.1982749565327754,Low Risk
19159,0,0.865377706,61,0,1.333410245,4333.0,11,0,1,0,0.0,0,Very High (>100%),60-69,0.6255442236730505,High Risk
19160,0,0.080997868,57,0,0.190436242,3575.0,5,0,1,0,0.0,0,Low (<20%),50-59,0.19784006808857407,Low Risk
19161,0,0.0,50,0,0.247941661,4250.0,4,0,1,0,2.0,0,Moderate (20-40%),40-49,0.19375322809005963,Low Risk
19162,0,0.225310673,51,0,2639.0,5400.0,12,0,1,0,3.0,0,Very High (>100%),50-59,0.30537310933979833,Medium Risk
19163,0,0.0,50,0,1203.0,5400.0,6,0,1,0,0.0,0,Very High (>100%),40-49,0.17658749187025044,Low Risk
19164,0,0.122816209,50,1,0.044006372,5021.0,5,0,0,0,1.0,1,Low (<20%),40-49,0.2585399999856044,Medium Risk
19165,0,0.270571454,59,1,0.174527277,4600.0,13,0,0,0,1.0,1,Low (<20%),50-59,0.34801168878289857,Medium Risk
19166,0,0.220913733,51,0,0.225386728,6916.0,15,0,1,0,0.0,0,Moderate (20-40%),50-59,0.32314487671796766,Medium Risk
19167,0,0.0,93,0,0.0,3453.0,4,0,0,0,0.0,0,Low (<20%),70+,0.0864691814870849,Low Risk
19168,0,0.0,50,0,0.287645766,17750.0,16,0,2,0,3.0,0,Moderate (20-40%),40-49,0.23619001207652035,Medium Risk
19169,0,0.978593194,49,0,0.706903448,12500.0,19,0,3,0,3.0,0,High (60-100%),40-49,0.8039451469668479,High Risk
19170,0,0.37019149,27,1,0.16563906,6000.0,7,0,0,0,2.0,1,Low (<20%),18-29,0.5015308156923712,High Risk
19171,0,0.024674159,59,0,964.0,0.0,4,0,1,0,2.0,0,Very High (>100%),50-59,0.1816706062283645,Low Risk
19172,0,0.042913411,82,0,0.110087903,7166.0,12,0,1,0,0.0,0,Low (<20%),70+,0.14310186151077034,Low Risk
19173,1,0.9999999,24,0,0.0,5400.0,0,1,0,0,0.0,1,Low (<20%),18-29,0.7770809226896174,High Risk
19174,0,0.474762019,51,0,3006.0,0.0,10,0,2,0,2.0,0,Very High (>100%),50-59,0.4617193028584554,Medium Risk
19175,0,0.879374602,30,0,1594.0,0.0,4,0,1,0,2.0,0,Very High (>100%),18-29,0.7218783909843729,High Risk
19176,0,0.026696031,31,0,2.282660333,420.0,9,0,1,0,0.0,0,Very High (>100%),30-39,0.29011193724170614,Medium Risk
19177,0,0.285878724,68,0,0.334742777,12770.0,13,1,2,0,3.0,1,Moderate (20-40%),60-69,0.35438781611785575,Medium Risk
19178,0,0.063273528,44,0,0.244764032,7161.0,8,0,1,0,2.0,0,Moderate (20-40%),40-49,0.24783043977300379,Medium Risk
19179,0,0.090011418,54,0,0.252186457,11090.0,13,0,1,0,2.0,0,Moderate (20-40%),50-59,0.24043501383721927,Medium Risk
19180,1,0.9999999,21,98,0.0,1400.0,0,98,0,98,0.0,294,Low (<20%),18-29,1.0,High Risk
19181,0,0.026570982,70,0,0.086598676,5588.0,16,0,1,0,0.0,0,Low (<20%),60-69,0.18672786263272204,Low Risk
19182,0,0.141134792,64,0,0.2035988,3000.0,4,0,0,0,0.0,0,Moderate (20-40%),60-69,0.18070575751189205,Low Risk
19183,0,0.097259242,42,1,0.037667946,4167.0,5,0,0,0,2.0,1,Low (<20%),40-49,0.28570611484426284,Medium Risk
19184,0,0.146955043,68,0,0.507310345,7249.0,14,0,2,0,0.0,0,Elevated (40-60%),60-69,0.2431645769528955,Medium Risk
19185,0,0.024878574,48,0,0.210855313,6558.0,7,0,2,0,2.0,0,Moderate (20-40%),40-49,0.235419637269707,Medium Risk
19186,1,0.854291417,80,0,0.331557923,750.0,3,0,0,0,0.0,0,Moderate (20-40%),70+,0.4691364868735417,Medium Risk
19187,0,0.538860104,41,0,0.37411487,5083.0,7,0,2,0,0.0,0,Moderate (20-40%),40-49,0.5214057830758518,High Risk
19188,0,0.132119647,50,0,0.341513292,4400.0,5,0,1,0,0.0,0,Moderate (20-40%),40-49,0.23628440069307796,Medium Risk
19189,0,0.007690293,64,0,0.100884425,6670.0,8,0,2,0,2.0,0,Low (<20%),60-69,0.18663071531437567,Low Risk
19190,0,0.147013783,74,0,0.129248024,14800.0,13,0,2,0,0.0,0,Low (<20%),70+,0.19650983415858886,Low Risk
19191,0,0.046473977,53,0,0.175928115,4228.0,5,0,1,0,0.0,0,Low (<20%),50-59,0.19439043754035215,Low Risk
19192,0,0.113442702,44,0,0.164119412,7000.0,15,0,0,0,2.0,0,Low (<20%),40-49,0.28972772844418215,Medium Risk
19193,0,0.054126768,56,0,0.16399159,19500.0,14,0,2,0,4.0,0,Low (<20%),50-59,0.23088300702429285,Medium Risk
19194,1,0.9999999,26,1,0.037495313,2666.0,2,2,0,0,2.0,3,Low (<20%),18-29,0.863746592643267,High Risk
19195,0,0.041054328,50,0,0.162734906,2500.0,10,0,0,0,0.0,0,Low (<20%),40-49,0.2117903163218167,Medium Risk
19196,0,0.516139885,52,0,0.247985676,3350.0,6,0,0,0,2.0,0,Moderate (20-40%),50-59,0.4263451697601664,Medium Risk
19197,0,0.054637814,54,0,0.452708165,4947.0,10,0,1,0,0.0,0,Elevated (40-60%),50-59,0.2162005976795067,Medium Risk
19198,0,0.036633033,41,1,0.377036387,10250.0,5,0,1,0,0.0,1,Moderate (20-40%),40-49,0.24563646589550112,Medium Risk
19199,0,0.018905718,56,0,0.4450117,4700.0,19,0,1,0,0.0,0,Elevated (40-60%),50-59,0.24240515382701702,Medium Risk
19200,0,0.647443821,47,0,0.86258951,5166.0,6,0,2,0,0.0,0,High (60-100%),40-49,0.5502915478467473,High Risk
19201,0,0.063204023,60,1,0.264371034,10715.0,3,0,1,0,1.0,1,Moderate (20-40%),50-59,0.19456107816109397,Low Risk
19202,0,0.025878965,46,0,0.01416943,3316.0,5,0,0,0,1.0,0,Low (<20%),40-49,0.19792611628536444,Low Risk
19203,0,0.082365765,58,0,0.201919232,2500.0,8,0,0,0,2.0,0,Moderate (20-40%),50-59,0.20811536783276008,Medium Risk
19204,0,0.015802654,74,0,0.150440371,4200.0,12,0,0,0,0.0,0,Low (<20%),70+,0.14583946276536805,Low Risk
19205,0,0.074783877,61,0,0.018175209,2750.0,7,0,0,0,0.0,0,Low (<20%),60-69,0.17930447483406467,Low Risk
19206,0,0.036528882,48,0,0.17708931,10457.0,8,0,1,0,3.0,0,Low (<20%),40-49,0.2205038718977229,Medium Risk
19207,0,1.15048119,39,1,0.361325336,3500.0,8,0,0,0,0.0,1,Moderate (20-40%),30-39,0.8323659602885768,High Risk
19208,0,0.049374143,58,0,0.149223883,10500.0,10,0,1,0,0.0,0,Low (<20%),50-59,0.18659870676542104,Low Risk
19209,0,0.073959938,57,1,0.069243906,6440.0,11,0,0,0,0.0,1,Low (<20%),50-59,0.23473035484261615,Medium Risk
19210,0,0.053052624,49,0,1.300559552,1250.0,11,0,1,0,0.0,0,Very High (>100%),40-49,0.24844851431886564,Medium Risk
19211,0,0.014013838,55,2,0.224134933,5750.0,10,0,1,0,0.0,2,Moderate (20-40%),50-59,0.27478053518398776,Medium Risk
19212,0,0.213493321,47,0,0.027088036,3100.0,4,0,0,0,1.0,0,Low (<20%),40-49,0.2677423062182498,Medium Risk
19213,1,0.441831099,73,1,10359.0,5400.0,20,0,1,0,0.0,1,Very High (>100%),70+,0.3052099991026133,Medium Risk
19214,0,0.0,38,0,0.514414264,6000.0,6,0,4,0,1.0,0,Elevated (40-60%),30-39,0.28913821369411147,Medium Risk
19215,0,0.247877247,54,0,0.27046827,10100.0,6,0,2,0,0.0,0,Moderate (20-40%),50-59,0.28089528380136086,Medium Risk
19216,0,0.0,55,0,0.352353186,2400.0,4,0,0,0,1.0,0,Moderate (20-40%),50-59,0.16383380182950918,Low Risk
19217,0,0.19574434,51,0,0.652882206,9575.0,12,0,4,0,0.0,0,High (60-100%),50-59,0.35332899977232174,Medium Risk
19218,0,0.086612128,76,0,19.0,0.0,5,0,0,0,2.0,0,Very High (>100%),70+,0.15637381780148005,Low Risk
19219,0,0.050352647,53,0,0.400977995,3680.0,9,0,2,0,1.0,0,Elevated (40-60%),50-59,0.24305185531657023,Medium Risk
19220,0,0.046919193,68,0,0.11329588,6407.0,7,0,0,0,0.0,0,Low (<20%),60-69,0.14481066851161925,Low Risk
19221,0,0.035697217,39,0,0.167732583,11726.0,9,0,1,0,2.0,0,Low (<20%),30-39,0.24214192977555665,Medium Risk
19222,1,0.012688913,65,1,5286.0,5400.0,14,0,3,0,0.0,1,Very High (>100%),60-69,0.2078858497328648,Medium Risk
19223,0,0.040038431,47,0,0.212889955,8750.0,5,0,2,0,1.0,0,Moderate (20-40%),40-49,0.2202983991137529,Medium Risk
19224,0,0.040855331,54,0,0.014379583,10500.0,19,0,0,0,0.0,0,Low (<20%),50-59,0.2193385174271812,Medium Risk
19225,0,0.013014227,66,0,0.098414512,7000.0,6,0,1,0,1.0,0,Low (<20%),60-69,0.15325247677000922,Low Risk
